Week,ID,Jar,Status,Status,Hatched
2,C16,2C16,0,un,1
2,C16,2C16,0,un,1
2,C16,2C16,0,un,1
2,C16,2C16,0,un,1
2,C16,2C16,0,un,1
2,C16,2C16,0,un,0
2,C16,2C16,0,un,0
2,C17,2C17,0,un,1
2,C17,2C17,0,un,1
2,C17,2C17,0,un,1
2,C17,2C17,0,un,1
2,C17,2C17,0,un,1
2,C17,2C17,0,un,1
2,C17,2C17,0,un,1
2,C17,2C17,0,un,1
2,C17,2C17,0,un,0
2,C17,2C17,0,un,0
2,C17,2C17,0,un,0
2,C17,2C17,0,un,0
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C18,2C18,0,un,1
2,C19,2C19,0,un,1
2,C19,2C19,0,un,1
2,C19,2C19,0,un,1
2,C19,2C19,0,un,1
2,C19,2C19,0,un,1
2,C19,2C19,0,un,1
2,C19,2C19,0,un,1
2,C19,2C19,0,un,0
2,C19,2C19,0,un,0
2,C19,2C19,0,un,0
2,C20,2C20,0,un,1
2,C20,2C20,0,un,1
2,C20,2C20,0,un,1
2,C20,2C20,0,un,1
2,C20,2C20,0,un,1
2,C20,2C20,0,un,1
2,C20,2C20,0,un,1
2,C20,2C20,0,un,1
2,C20,2C20,0,un,1
2,C21,2C21,0,un,1
2,C21,2C21,0,un,1
2,C21,2C21,0,un,1
2,C21,2C21,0,un,1
2,C21,2C21,0,un,1
2,C21,2C21,0,un,1
2,C21,2C21,0,un,1
2,C21,2C21,0,un,1
2,C21,2C21,0,un,1
2,C21,2C21,0,un,0
2,C21,2C21,0,un,0
2,C22,2C22,0,un,1
2,C22,2C22,0,un,1
2,C22,2C22,0,un,1
2,C22,2C22,0,un,1
2,C22,2C22,0,un,1
2,C22,2C22,0,un,1
2,C22,2C22,0,un,1
2,C22,2C22,0,un,1
2,C22,2C22,0,un,1
2,C22,2C22,0,un,1
2,C22,2C22,0,un,0
2,C23,2C23,0,un,1
2,C23,2C23,0,un,1
2,C23,2C23,0,un,1
2,C23,2C23,0,un,1
2,C23,2C23,0,un,1
2,C23,2C23,0,un,1
2,C23,2C23,0,un,1
2,C23,2C23,0,un,1
2,C23,2C23,0,un,1
2,C23,2C23,0,un,1
2,C23,2C23,0,un,0
2,C25,2C25,0,un,1
2,C25,2C25,0,un,1
2,C25,2C25,0,un,1
2,C25,2C25,0,un,1
2,C25,2C25,0,un,1
2,C25,2C25,0,un,1
2,C25,2C25,0,un,1
2,C25,2C25,0,un,1
2,C25,2C25,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,1
2,C26,2C26,0,un,0
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,1
2,C28,2C28,0,un,0
2,C28,2C28,0,un,0
2,C28,2C28,0,un,0
2,C30,2C30,0,un,1
2,C30,2C30,0,un,1
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C30,2C30,0,un,0
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C33,2C33,0,un,1
2,C35,2C35,0,un,1
2,C35,2C35,0,un,1
2,C35,2C35,0,un,1
2,C35,2C35,0,un,1
2,C35,2C35,0,un,1
2,C35,2C35,0,un,1
